runtime,temperature,vibration,pressure,load,time_to_failure
0.0,50.21129272772829,5.02251714044778,2.110458684586227,70.4982563162216,996.6946023018716
10.1010101010101,48.73506486705601,4.998074931804934,2.09563424473803,72.34589344753493,1003.6872351565156
20.2020202020202,50.34609634657714,5.0154143700960265,2.2040724269643976,72.55685527960597,977.3471601980012
30.3030303030303,50.36135289827462,5.058529183070262,2.1538432252100845,67.87878712317521,969.6852603673736
40.4040404040404,51.12626942995951,5.090406511172521,2.221701770162928,67.20502842919187,936.2867799670855
50.505050505050505,51.52931937458749,5.099889035802322,2.2132869417973415,72.65998263695414,940.2915808040739
60.6060606060606,50.99762377723929,5.161601312739022,2.4148454544689497,69.33463102580684,926.8879156447489
70.7070707070707,53.29102712796319,5.222519848464855,2.3827170106803006,71.14517073306975,924.4840623147373
80.8080808080808,51.12673515733544,5.249628454362627,2.374771072888972,67.68227367406743,913.8510768886063
90.9090909090909,52.06619260402126,5.298945124565593,2.5218608052277007,72.58896155882303,898.0540370901124
101.01010101010101,50.34156243209547,5.323567105330867,2.6889892550736656,69.15621992136535,906.1703966944756
111.1111111111111,50.46413909692093,5.352963356307414,2.6508153351942254,67.20422371250763,883.2324976695552
121.2121212121212,53.67073552967084,5.464528062063954,2.691475526577059,68.50438824933342,874.7769322417055
131.3131313131313,51.227801999702415,5.519910143276607,2.7045592079348966,72.29297645729442,840.9039929456087
141.4141414141414,51.91933932069675,5.57202167552741,2.7734197532163036,70.5745133019483,840.1903566685118
151.5151515151515,53.92197217263411,5.714074140674217,2.8362875904072706,68.14370850861879,816.8912349025935
161.6161616161616,53.93177478516391,5.776724557704809,2.918500126780102,74.99715726163146,807.9713113606988
171.7171717171717,53.78711328801342,5.844830640392239,3.0089502369521215,75.21456460418291,798.1301785210588
181.8181818181818,52.3917220294432,5.896396635868429,2.9645945837033993,73.54667879282194,800.5160205225374
191.91919191919192,53.05058942375476,6.005168466952165,3.0528765696501825,73.35812716297906,778.4140459715306
202.02020202020202,52.75807324050932,6.055453927798875,3.2015017863746422,64.40183548110207,783.4054457547003
212.1212121212121,52.56126496958782,6.147703149153158,3.2133068004835117,68.0907580642397,748.0392245186744
222.2222222222222,55.06234795286,6.300211820140083,3.3333836656075664,67.71725071995861,738.3828755954881
232.3232323232323,53.42542945191203,6.3850835918906474,3.3344748507562683,77.99215916572213,730.5302205170475
242.4242424242424,54.32720685281369,6.510993127794274,3.464467444923411,70.50451226502871,715.1341573823444
252.5252525252525,56.002591044963985,6.656324760271414,3.523939530828243,70.54409753989292,699.7048171242571
262.6262626262626,54.62346900361609,6.717848369259635,3.7026546843613253,73.96407705613419,684.3165238175438
272.7272727272727,54.79583475162811,6.814304922984413,3.653459775333882,71.31345785014528,656.63634501296
282.8282828282828,54.76545765067347,7.0028701079452835,3.862342743856501,70.59027750761578,641.1501307424811
292.9292929292929,53.56934191834738,7.101805453914671,3.8369209027687914,65.41129603538204,659.1375019642703
303.030303030303,55.35595858661814,7.245895525827965,3.812191036744895,68.98755882107248,615.3112248513659
313.1313131313131,54.21014846927316,7.364474290834746,3.989859280858115,67.11588572812146,632.1478505356353
323.2323232323232,55.372844273812426,7.499303753540596,4.022542013829433,69.30599357351025,583.4135657069704
333.3333333333333,55.268612740206706,7.659840310826051,4.182787523190787,66.55832498341181,605.7666620226422
343.4343434343434,55.979371058996314,7.824558258195517,4.153967244042787,68.73116397234942,595.3385822213264
353.5353535353535,57.11340306232719,7.988180529101396,4.294515925353485,73.9916408902109,569.9871200829857
363.6363636363636,54.16941100098144,8.105034674320947,4.452950096843022,67.21649851581175,547.5906128649763
373.73737373737373,55.662213849628685,8.260609942795686,4.654428411244044,70.31583952462579,544.7137399101304
383.83838383838383,55.690418584462705,8.430653500808456,4.667286681899858,66.70733010975705,521.2615198800676
393.93939393939394,55.71395519335973,8.631260709323595,4.68999708493089,67.38885735501928,506.90560271042614
404.04040404040404,55.738329781540834,8.808028121052754,4.7484091307634,67.35128914558295,478.6378021015338
414.1414141414141,55.948531599091204,8.961842292467272,4.796980008587736,71.19760721454166,476.9326038601569
424.2424242424242,56.04879490355772,9.14266639596382,4.982794198582672,70.16406765846702,459.7088349360658
434.3434343434343,55.67059595992565,9.263140145153328,5.117585967483734,67.45131553866564,441.1493799580406
